id,temperature,pressure,altitude,soilmoisture,note,status,class,date,time
2100,29.3,9968.61,-13.55,331,0,0,Very Dry,08-10-2022,22:06:24
2101,29.27,9968.64,-13.54,334,0,0,Very Dry,08-10-2022,22:06:24
2102,29.24,9968.5,-13.56,332,0,0,Very Dry,08-10-2022,22:06:24
2103,29.21,9968.84,-13.53,332,0,0,Very Dry,08-10-2022,22:06:24
2104,29.19,9968.88,-13.52,332,0,0,Very Dry,08-10-2022,22:06:24
2105,29.16,9968.91,-13.52,329,1,0,Dry,08-10-2022,22:06:24
2106,29.14,9969.25,-13.49,333,0,0,Very Dry,08-10-2022,22:06:24
2107,29.12,9969.25,-13.49,332,0,0,Very Dry,08-10-2022,22:06:24
2108,29.1,9969.45,-13.47,332,0,0,Very Dry,08-10-2022,22:06:24
2109,29.08,9969.63,-13.46,333,0,0,Very Dry,08-10-2022,22:06:24
2110,29.06,9969.48,-13.47,333,0,0,Very Dry,08-10-2022,22:06:24
2111,29.04,9969.51,-13.47,332,0,0,Very Dry,08-10-2022,22:06:24
2112,29.03,9969.85,-13.44,332,0,0,Very Dry,08-10-2022,22:06:24
2113,29.01,9970.05,-13.42,331,0,0,Very Dry,08-10-2022,22:06:24
2114,28.99,9970.37,-13.4,332,0,0,Very Dry,08-10-2022,22:06:24
2115,28.97,9970.73,-13.37,328,1,0,Dry,08-10-2022,22:06:24
2116,28.95,9970.59,-13.38,327,1,0,Dry,08-10-2022,22:06:24
2117,28.93,9970.42,-13.39,326,1,0,Dry,08-10-2022,22:06:24
2118,28.91,9970.8,-13.36,327,1,0,Dry,08-10-2022,22:06:24
2119,28.9,9970.63,-13.38,325,1,0,Dry,08-10-2022,22:06:24
2120,28.89,9970.62,-13.38,324,1,0,Dry,08-10-2022,22:06:24
2121,28.87,9970.47,-13.39,324,1,0,Dry,08-10-2022,22:06:24
2122,28.84,9970.3,-13.4,325,1,0,Dry,08-10-2022,22:06:24
2123,28.83,9970.33,-13.4,326,1,0,Dry,08-10-2022,22:06:24
2124,28.81,9970.67,-13.37,324,1,0,Dry,08-10-2022,22:06:24
2125,28.79,9970.7,-13.37,325,1,0,Dry,08-10-2022,22:06:24
2126,28.82,9970.33,-13.4,324,1,0,Dry,08-10-2022,22:06:24
2127,29.02,9970.87,-13.36,325,1,0,Dry,08-10-2022,22:06:24
2128,29.31,9971.52,-13.3,327,1,0,Dry,08-10-2022,22:06:24
2129,29.64,9972.24,-13.24,327,1,0,Dry,08-10-2022,22:06:24
2130,29.81,9972.25,-13.24,328,1,0,Dry,08-10-2022,22:06:24
2131,30.12,9972.77,-13.2,335,0,0,Very Dry,08-10-2022,22:06:24
2132,30.35,9972.31,-13.23,309,1,0,Dry,08-10-2022,22:06:24
2133,30.52,9972.06,-13.26,264,2,1,Wet,08-10-2022,22:06:24
2134,30.65,9971.89,-13.27,234,2,1,Wet,08-10-2022,22:06:24
2135,30.75,9972.09,-13.25,209,2,1,Wet,08-10-2022,22:06:24
2136,30.81,9971.84,-13.27,188,3,1,Very Wet,08-10-2022,22:06:24
2137,30.85,9972.13,-13.25,174,3,1,Very Wet,08-10-2022,22:06:24
2138,30.87,9971.91,-13.27,170,3,1,Very Wet,08-10-2022,22:06:24
2139,30.87,9971.73,-13.28,168,3,1,Very Wet,08-10-2022,22:06:24
2140,30.86,9971.75,-13.28,170,3,1,Very Wet,08-10-2022,22:06:24
2141,30.84,9971.97,-13.26,167,3,1,Very Wet,08-10-2022,22:06:24
2142,30.82,9972.18,-13.25,161,3,1,Very Wet,08-10-2022,22:06:24
2143,30.79,9971.86,-13.27,170,3,1,Very Wet,08-10-2022,22:06:24
2144,30.74,9971.6,-13.29,168,3,1,Very Wet,08-10-2022,22:06:24
2145,30.69,9971.67,-13.29,168,3,1,Very Wet,08-10-2022,22:06:24
2146,30.64,9971.73,-13.28,168,3,1,Very Wet,08-10-2022,22:06:24
2147,30.58,9972,-13.26,167,3,1,Very Wet,08-10-2022,22:06:24
2148,30.52,9972.41,-13.23,168,3,1,Very Wet,08-10-2022,22:06:24
2149,30.46,9972.47,-13.22,167,3,1,Very Wet,08-10-2022,22:06:24
2150,30.41,9972.22,-13.24,167,3,1,Very Wet,08-10-2022,22:06:24
2151,30.35,9972.28,-13.24,168,3,1,Very Wet,08-10-2022,22:06:24
2152,30.3,9972.2,-13.24,168,3,1,Very Wet,08-10-2022,22:06:24
2153,30.24,9972.08,-13.25,167,3,1,Very Wet,08-10-2022,22:06:24
2154,30.21,9971.95,-13.26,167,3,1,Very Wet,08-10-2022,22:06:24
2155,30.15,9972.03,-13.26,164,3,1,Very Wet,08-10-2022,22:06:24
2156,30.1,9971.91,-13.27,166,3,1,Very Wet,08-10-2022,22:06:24
2157,30.05,9971.99,-13.26,167,3,1,Very Wet,08-10-2022,22:06:24
2158,29.99,9972.05,-13.26,166,3,1,Very Wet,08-10-2022,22:06:24
2159,29.99,9972.05,-13.26,166,3,1,Very Wet,08-10-2022,22:06:24
2160,30.16,9972.55,-13.21,165,3,1,Very Wet,08-10-2022,22:06:24
2161,30.4,9972.94,-13.18,168,3,1,Very Wet,08-10-2022,22:06:24
2162,30.67,9973.23,-13.16,166,3,1,Very Wet,08-10-2022,22:06:24
2163,30.94,9973.55,-13.13,166,3,1,Very Wet,08-10-2022,22:06:24
2164,31.12,9973.58,-13.13,353,0,0,Very Dry,08-10-2022,22:06:24
2165,31.25,9973.52,-13.13,409,0,0,Very Dry,08-10-2022,22:06:24
2166,31.3,9973.13,-13.17,327,1,0,Dry,08-10-2022,22:06:24
2167,31.36,9972.47,-13.22,320,1,0,Dry,08-10-2022,22:06:24
2168,31.4,9972.26,-13.24,322,1,0,Dry,08-10-2022,22:06:24
2169,31.41,9972.05,-13.26,321,1,0,Dry,08-10-2022,22:06:24
2170,31.39,9971.92,-13.27,321,1,0,Dry,08-10-2022,22:06:24
2171,31.36,9971.77,-13.28,316,1,0,Dry,08-10-2022,22:06:24
2172,31.32,9971.36,-13.31,317,1,0,Dry,08-10-2022,22:06:24
2173,31.27,9971.09,-13.34,318,1,0,Dry,08-10-2022,22:06:24
2174,31.21,9970.86,-13.36,317,1,0,Dry,08-10-2022,22:06:24
2175,31.14,9970.77,-13.36,320,1,0,Dry,08-10-2022,22:06:24
2176,31.07,9970.92,-13.35,318,1,0,Dry,08-10-2022,22:06:24
2177,31.04,9970.8,-13.36,318,1,0,Dry,08-10-2022,22:06:24
2178,30.97,9970.89,-13.35,318,1,0,Dry,08-10-2022,22:06:24
2179,30.9,9970.83,-13.36,316,1,0,Dry,08-10-2022,22:06:24
2180,30.83,9970.8,-13.36,319,1,0,Dry,08-10-2022,22:06:24
2181,30.76,9970.53,-13.38,315,1,0,Dry,08-10-2022,22:06:24
2182,30.69,9970.81,-13.36,316,1,0,Dry,08-10-2022,22:06:24
2183,30.62,9971.09,-13.34,316,1,0,Dry,08-10-2022,22:06:24
2184,30.54,9971.19,-13.33,315,1,0,Dry,08-10-2022,22:06:24
2185,30.47,9970.95,-13.35,312,1,0,Dry,08-10-2022,22:06:24
2186,30.41,9971.02,-13.34,313,1,0,Dry,08-10-2022,22:06:24
2187,30.35,9971.08,-13.34,311,1,0,Dry,08-10-2022,22:06:24
2188,30.32,9971.13,-13.33,309,1,0,Dry,08-10-2022,22:06:24
2189,30.26,9970.72,-13.37,310,1,0,Dry,08-10-2022,22:06:24
2190,30.2,9970.77,-13.36,308,1,0,Dry,08-10-2022,22:06:24
2191,30.15,9970.52,-13.39,304,1,0,Dry,08-10-2022,22:06:24
2192,30.09,9970.37,-13.4,310,1,0,Dry,08-10-2022,22:06:24
2193,30.04,9970.28,-13.41,310,1,0,Dry,08-10-2022,22:06:24
2194,29.99,9970.33,-13.4,326,1,0,Dry,08-10-2022,22:06:24
2195,29.94,9970.06,-13.42,328,1,0,Dry,08-10-2022,22:06:24
2196,29.9,9970.08,-13.42,328,1,0,Dry,08-10-2022,22:06:24
2197,29.86,9970.48,-13.39,329,1,0,Dry,08-10-2022,22:06:24
2198,29.84,9970.33,-13.4,329,1,0,Dry,08-10-2022,22:06:24
2199,29.8,9970.05,-13.42,327,1,0,Dry,08-10-2022,22:06:24
2200,29.76,9969.89,-13.44,329,1,0,Dry,08-10-2022,22:06:24
2201,29.72,9969.94,-13.43,326,1,0,Dry,08-10-2022,22:06:24
2202,29.68,9969.83,-13.44,327,1,0,Dry,08-10-2022,22:06:24
2203,29.65,9969.67,-13.46,329,1,0,Dry,08-10-2022,22:06:24
2204,29.61,9969.36,-13.48,330,0,0,Very Dry,08-10-2022,22:06:24
2205,29.58,9969.39,-13.48,327,1,0,Dry,08-10-2022,22:06:24
2206,29.55,9969.06,-13.51,326,1,0,Dry,08-10-2022,22:06:24
2207,29.51,9968.95,-13.52,325,1,0,Dry,08-10-2022,22:06:24
2208,29.48,9968.64,-13.54,328,1,0,Dry,08-10-2022,22:06:24
2209,29.46,9968.81,-13.53,329,1,0,Dry,08-10-2022,22:06:24
2210,29.43,9968.66,-13.54,328,1,0,Dry,08-10-2022,22:06:24
2211,29.41,9968.86,-13.52,328,1,0,Dry,08-10-2022,22:06:24
2212,29.38,9969.23,-13.49,325,1,0,Dry,08-10-2022,22:06:24
2213,29.35,9968.92,-13.52,326,1,0,Dry,08-10-2022,22:06:24
2214,29.32,9969.44,-13.48,324,1,0,Dry,08-10-2022,22:06:24
2215,29.3,9969.64,-13.46,326,1,0,Dry,08-10-2022,22:06:24
2216,29.27,9969.67,-13.46,325,1,0,Dry,08-10-2022,22:06:24
2217,29.25,9970.05,-13.42,325,1,0,Dry,08-10-2022,22:06:24
2218,29.22,9970.02,-13.43,326,1,0,Dry,08-10-2022,22:06:24
2219,29.21,9969.87,-13.44,329,1,0,Dry,08-10-2022,22:06:24
2220,29.19,9970.25,-13.41,326,1,0,Dry,08-10-2022,22:06:24
2221,29.17,9970.11,-13.42,327,1,0,Dry,08-10-2022,22:06:24
2222,29.15,9970.28,-13.41,328,1,0,Dry,08-10-2022,22:06:24
2223,29.13,9970.48,-13.39,327,1,0,Dry,08-10-2022,22:06:24
2224,29.11,9970.8,-13.36,326,1,0,Dry,08-10-2022,22:06:24
2225,29.09,9971,-13.34,328,1,0,Dry,08-10-2022,22:06:24
2226,29.07,9970.85,-13.36,327,1,0,Dry,08-10-2022,22:06:24
2227,29.06,9971.2,-13.33,327,1,0,Dry,08-10-2022,22:06:24
2228,29.04,9970.87,-13.36,329,1,0,Dry,08-10-2022,22:06:24
2229,29.02,9970.71,-13.37,328,1,0,Dry,08-10-2022,22:06:24
2230,29.01,9970.73,-13.37,328,1,0,Dry,08-10-2022,22:06:24
2231,29,9970.71,-13.37,330,0,0,Very Dry,08-10-2022,22:06:24
2232,28.98,9970.73,-13.37,327,1,0,Dry,08-10-2022,22:06:24
2233,28.97,9970.91,-13.35,327,1,0,Dry,08-10-2022,22:06:24
2234,28.95,9970.94,-13.35,327,1,0,Dry,08-10-2022,22:06:24
2235,28.94,9971.11,-13.33,328,1,0,Dry,08-10-2022,22:06:24
2236,28.92,9971.13,-13.33,328,1,0,Dry,08-10-2022,22:06:24
2237,28.91,9970.97,-13.35,329,1,0,Dry,08-10-2022,22:06:24
2238,28.9,9971.16,-13.33,329,1,0,Dry,08-10-2022,22:06:24
2239,28.88,9970.96,-13.35,330,0,0,Very Dry,08-10-2022,22:06:24
2240,28.87,9970.8,-13.36,328,1,0,Dry,08-10-2022,22:06:24
2241,28.86,9970.3,-13.4,335,0,0,Very Dry,08-10-2022,22:06:24
2242,28.84,9969.96,-13.43,350,0,0,Very Dry,08-10-2022,22:06:24
2243,28.83,9970.16,-13.42,357,0,0,Very Dry,08-10-2022,22:06:24
2244,28.81,9969.98,-13.43,346,0,0,Very Dry,08-10-2022,22:06:24
2245,28.8,9970.19,-13.41,298,1,0,Dry,08-10-2022,22:06:24
2246,28.78,9970.01,-13.43,259,2,1,Wet,08-10-2022,22:06:24
2247,28.77,9970.19,-13.41,232,2,1,Wet,08-10-2022,22:06:24
2248,28.76,9970.01,-13.43,206,2,1,Wet,08-10-2022,22:06:24
2249,28.75,9970.18,-13.41,187,3,1,Very Wet,08-10-2022,22:06:24
2250,28.74,9970.55,-13.38,172,3,1,Very Wet,08-10-2022,22:06:24
2251,28.74,9970.72,-13.37,167,3,1,Very Wet,08-10-2022,22:06:24
2252,28.73,9970.55,-13.38,167,3,1,Very Wet,08-10-2022,22:06:24
2253,28.72,9970.74,-13.37,168,3,1,Very Wet,08-10-2022,22:06:24
2254,28.71,9970.91,-13.35,166,3,1,Very Wet,08-10-2022,22:06:24
2255,28.7,9971.09,-13.34,165,3,1,Very Wet,08-10-2022,22:06:24
2256,28.68,9970.77,-13.36,167,3,1,Very Wet,08-10-2022,22:06:24
2257,28.67,9970.94,-13.35,166,3,1,Very Wet,08-10-2022,22:06:24
2258,28.66,9970.56,-13.38,166,3,1,Very Wet,08-10-2022,22:06:24
2259,28.65,9970.77,-13.36,167,3,1,Very Wet,08-10-2022,22:06:24
2260,28.64,9970.59,-13.38,166,3,1,Very Wet,08-10-2022,22:06:24
2261,28.63,9970.61,-13.38,165,3,1,Very Wet,08-10-2022,22:06:24
2262,28.62,9970.61,-13.38,166,3,1,Very Wet,08-10-2022,22:06:24
2263,28.61,9970.44,-13.39,166,3,1,Very Wet,08-10-2022,22:06:24
2264,28.6,9970.27,-13.41,165,3,1,Very Wet,08-10-2022,22:06:24
2265,28.59,9970.13,-13.42,167,3,1,Very Wet,08-10-2022,22:06:24
2266,28.58,9970.3,-13.4,166,3,1,Very Wet,08-10-2022,22:06:24
2267,28.58,9970.13,-13.42,166,3,1,Very Wet,08-10-2022,22:06:24
2268,28.57,9970.32,-13.4,166,3,1,Very Wet,08-10-2022,22:06:24
2269,28.56,9970.48,-13.39,166,3,1,Very Wet,08-10-2022,22:06:24
2270,28.55,9970.3,-13.4,166,3,1,Very Wet,08-10-2022,22:06:24
2271,28.55,9970.46,-13.39,166,3,1,Very Wet,08-10-2022,22:06:24
2272,28.54,9970.66,-13.37,167,3,1,Very Wet,08-10-2022,22:06:24
2273,28.53,9970.66,-13.37,164,3,1,Very Wet,08-10-2022,22:06:24
2274,28.52,9970.66,-13.37,166,3,1,Very Wet,08-10-2022,22:06:24
2275,28.52,9970.48,-13.39,165,3,1,Very Wet,08-10-2022,22:06:24
2276,28.51,9970.34,-13.4,166,3,1,Very Wet,08-10-2022,22:06:24
2277,28.5,9970.5,-13.39,167,3,1,Very Wet,08-10-2022,22:06:24
2278,28.49,9970.33,-13.4,166,3,1,Very Wet,08-10-2022,22:06:24
2279,28.48,9970.33,-13.4,167,3,1,Very Wet,08-10-2022,22:06:24
2280,28.47,9970.19,-13.41,166,3,1,Very Wet,08-10-2022,22:06:24
2281,28.47,9970.35,-13.4,166,3,1,Very Wet,08-10-2022,22:06:24
2282,28.46,9970.19,-13.41,166,3,1,Very Wet,08-10-2022,22:06:24
2283,28.45,9970.2,-13.41,166,3,1,Very Wet,08-10-2022,22:06:24
2284,28.44,9970.18,-13.41,166,3,1,Very Wet,08-10-2022,22:06:24
2285,28.43,9970.17,-13.41,165,3,1,Very Wet,08-10-2022,22:06:24
2286,28.42,9970.2,-13.41,167,3,1,Very Wet,08-10-2022,22:06:24
2287,28.41,9970.55,-13.38,166,3,1,Very Wet,08-10-2022,22:06:24
2288,28.4,9970.54,-13.38,166,3,1,Very Wet,08-10-2022,22:06:24
2289,28.4,9970.87,-13.36,166,3,1,Very Wet,08-10-2022,22:06:24
2290,28.39,9970.91,-13.35,167,3,1,Very Wet,08-10-2022,22:06:24
2291,28.38,9970.73,-13.37,167,3,1,Very Wet,08-10-2022,22:06:24
2292,28.37,9970.22,-13.41,165,3,1,Very Wet,08-10-2022,22:06:24
2293,28.36,9970.38,-13.4,165,3,1,Very Wet,08-10-2022,22:06:24
2294,28.35,9970.23,-13.41,166,3,1,Very Wet,08-10-2022,22:06:24
2295,28.34,9969.89,-13.44,165,3,1,Very Wet,08-10-2022,22:06:24
2296,28.34,9969.72,-13.45,167,3,1,Very Wet,08-10-2022,22:06:24
2297,28.33,9969.86,-13.44,167,3,1,Very Wet,08-10-2022,22:06:24
2298,28.32,9969.38,-13.48,165,3,1,Very Wet,08-10-2022,22:06:24
2299,28.31,9969.38,-13.48,166,3,1,Very Wet,08-10-2022,22:06:24
2300,28.31,9969.38,-13.48,166,3,1,Very Wet,08-10-2022,22:06:24
2301,28.3,9969.55,-13.47,166,3,1,Very Wet,08-10-2022,22:06:24
2302,28.29,9969.56,-13.47,206,2,1,Wet,08-10-2022,22:06:24
2303,28.29,9969.56,-13.47,426,0,0,Very Dry,08-10-2022,22:06:24
2304,28.28,9969.22,-13.49,419,0,0,Very Dry,08-10-2022,22:06:24
2305,28.27,9969.05,-13.51,344,0,0,Very Dry,08-10-2022,22:06:24
2306,28.32,9969.03,-13.51,331,0,0,Very Dry,08-10-2022,22:06:24
2307,28.57,9969.3,-13.49,331,0,0,Very Dry,08-10-2022,22:06:24
2308,28.91,9969.77,-13.45,330,0,0,Very Dry,08-10-2022,22:06:24
2309,29.28,9970.36,-13.4,330,0,0,Very Dry,08-10-2022,22:06:24
2310,29.65,9970.86,-13.36,331,0,0,Very Dry,08-10-2022,22:06:24
2311,29.83,9971.05,-13.34,331,0,0,Very Dry,08-10-2022,22:06:24
2312,30.11,9970.87,-13.36,332,0,0,Very Dry,08-10-2022,22:06:24
2313,30.31,9971.33,-13.32,331,0,0,Very Dry,08-10-2022,22:06:24
2314,30.46,9971.13,-13.33,331,0,0,Very Dry,08-10-2022,22:06:24
2315,30.56,9970.98,-13.35,332,0,0,Very Dry,08-10-2022,22:06:24
2316,30.62,9970.91,-13.35,330,0,0,Very Dry,08-10-2022,22:06:24
2317,30.66,9970.34,-13.4,330,0,0,Very Dry,08-10-2022,22:06:24
2318,30.67,9970.83,-13.36,332,0,0,Very Dry,08-10-2022,22:06:24
2319,30.67,9970.65,-13.37,332,0,0,Very Dry,08-10-2022,22:06:24
2320,30.66,9970.83,-13.36,333,0,0,Very Dry,08-10-2022,22:06:24
2321,30.64,9970.7,-13.37,333,0,0,Very Dry,08-10-2022,22:06:24
2322,30.63,9970.91,-13.35,333,0,0,Very Dry,08-10-2022,22:06:24
2323,30.59,9970.79,-13.36,332,0,0,Very Dry,08-10-2022,22:06:24
2324,30.55,9970.47,-13.39,332,0,0,Very Dry,08-10-2022,22:06:24
2325,30.51,9970.37,-13.4,331,0,0,Very Dry,08-10-2022,22:06:24
2326,30.47,9970.75,-13.37,332,0,0,Very Dry,08-10-2022,22:06:24
2327,30.42,9970.49,-13.39,332,0,0,Very Dry,08-10-2022,22:06:24
2328,30.37,9970.92,-13.35,332,0,0,Very Dry,08-10-2022,22:06:24
2329,30.33,9971.12,-13.33,296,1,0,Dry,08-10-2022,22:06:24
2330,30.28,9970.85,-13.36,256,2,1,Wet,08-10-2022,22:06:24
2331,30.23,9970.91,-13.35,235,2,1,Wet,08-10-2022,22:06:24
2332,30.19,9970.78,-13.36,207,2,1,Wet,08-10-2022,22:06:24
2333,30.2,9970.78,-13.36,182,3,1,Very Wet,08-10-2022,22:06:24
2334,30.35,9970.94,-13.35,174,3,1,Very Wet,08-10-2022,22:06:24
2335,30.57,9971.14,-13.33,173,3,1,Very Wet,08-10-2022,22:06:24
2336,30.75,9971.05,-13.34,175,3,1,Very Wet,08-10-2022,22:06:24
2337,30.88,9971.05,-13.34,186,3,1,Very Wet,08-10-2022,22:06:24
2338,30.96,9971.1,-13.34,170,3,1,Very Wet,08-10-2022,22:06:24
2339,31,9971.18,-13.33,170,3,1,Very Wet,08-10-2022,22:06:24
2340,31.03,9971.13,-13.33,172,3,1,Very Wet,08-10-2022,22:06:24
2341,31.03,9970.96,-13.35,171,3,1,Very Wet,08-10-2022,22:06:24
2342,31.01,9970.66,-13.37,170,3,1,Very Wet,08-10-2022,22:06:24
2343,30.98,9970.88,-13.35,171,3,1,Very Wet,08-10-2022,22:06:24
2344,30.94,9970.63,-13.38,170,3,1,Very Wet,08-10-2022,22:06:24
2345,30.92,9970.64,-13.37,170,3,1,Very Wet,08-10-2022,22:06:24
2346,30.87,9970.7,-13.37,171,3,1,Very Wet,08-10-2022,22:06:24
2347,30.82,9970.8,-13.36,170,3,1,Very Wet,08-10-2022,22:06:24
2348,30.76,9970.53,-13.38,170,3,1,Very Wet,08-10-2022,22:06:24
2349,30.7,9970.63,-13.38,174,3,1,Very Wet,08-10-2022,22:06:24
2350,30.65,9970.52,-13.38,170,3,1,Very Wet,08-10-2022,22:06:24
2351,30.59,9970.63,-13.38,170,3,1,Very Wet,08-10-2022,22:06:24
2352,30.52,9970.69,-13.37,171,3,1,Very Wet,08-10-2022,22:06:24
2353,30.46,9970.93,-13.35,171,3,1,Very Wet,08-10-2022,22:06:24
2354,30.4,9970.87,-13.36,171,3,1,Very Wet,08-10-2022,22:06:24
2355,30.34,9971.11,-13.33,171,3,1,Very Wet,08-10-2022,22:06:24
2356,30.28,9970.85,-13.36,170,3,1,Very Wet,08-10-2022,22:06:24
2357,30.22,9970.91,-13.35,170,3,1,Very Wet,08-10-2022,22:06:24
2358,30.19,9970.95,-13.35,170,3,1,Very Wet,08-10-2022,22:06:24
2359,30.14,9970.7,-13.37,170,3,1,Very Wet,08-10-2022,22:06:24
2360,30.08,9970.58,-13.38,170,3,1,Very Wet,08-10-2022,22:06:24
2361,30.02,9969.97,-13.43,170,3,1,Very Wet,08-10-2022,22:06:24
2362,29.97,9969.68,-13.46,170,3,1,Very Wet,08-10-2022,22:06:24
2363,29.91,9969.23,-13.49,170,3,1,Very Wet,08-10-2022,22:06:24
2364,29.86,9968.77,-13.53,170,3,1,Very Wet,08-10-2022,22:06:24
2365,29.81,9968.65,-13.54,171,3,1,Very Wet,08-10-2022,22:06:24
2366,29.76,9968.34,-13.57,170,3,1,Very Wet,08-10-2022,22:06:24
2367,29.71,9968.24,-13.58,171,3,1,Very Wet,08-10-2022,22:06:24
2368,29.67,9968.09,-13.59,170,3,1,Very Wet,08-10-2022,22:06:24
2369,29.63,9967.81,-13.61,170,3,1,Very Wet,08-10-2022,22:06:24
2370,29.61,9967.84,-13.61,170,3,1,Very Wet,08-10-2022,22:06:24
2371,29.57,9967.52,-13.64,170,3,1,Very Wet,08-10-2022,22:06:24
2372,29.53,9967.89,-13.61,171,3,1,Very Wet,08-10-2022,22:06:24
2373,29.49,9967.58,-13.63,170,3,1,Very Wet,08-10-2022,22:06:24
2374,29.46,9967.98,-13.6,170,3,1,Very Wet,08-10-2022,22:06:24
2375,29.43,9967.99,-13.6,170,3,1,Very Wet,08-10-2022,22:06:24
2376,29.39,9967.86,-13.61,170,3,1,Very Wet,08-10-2022,22:06:24
2377,29.36,9967.89,-13.61,170,3,1,Very Wet,08-10-2022,22:06:24
2378,29.33,9967.72,-13.62,170,3,1,Very Wet,08-10-2022,22:06:24
2379,29.3,9968.61,-13.55,170,3,1,Very Wet,08-10-2022,22:06:24
2380,29.27,9968.98,-13.51,170,3,1,Very Wet,08-10-2022,22:06:24
2381,29.24,9969.19,-13.5,171,3,1,Very Wet,08-10-2022,22:06:24
2382,29.22,9969.19,-13.5,170,3,1,Very Wet,08-10-2022,22:06:24
2383,29.19,9969.36,-13.48,170,3,1,Very Wet,08-10-2022,22:06:24
2384,29.17,9969.59,-13.46,176,3,1,Very Wet,08-10-2022,22:06:24
2385,29.14,9969.77,-13.45,170,3,1,Very Wet,08-10-2022,22:06:24
2386,29.12,9969.94,-13.43,171,3,1,Very Wet,08-10-2022,22:06:24
2387,29.09,9969.97,-13.43,170,3,1,Very Wet,08-10-2022,22:06:24
2388,29.07,9970.51,-13.39,170,3,1,Very Wet,08-10-2022,22:06:24
2389,29.05,9970.34,-13.4,171,3,1,Very Wet,08-10-2022,22:06:24
2390,29.02,9970.54,-13.38,170,3,1,Very Wet,08-10-2022,22:06:24
2391,29,9970.71,-13.37,172,3,1,Very Wet,08-10-2022,22:06:24
2392,28.98,9970.39,-13.4,170,3,1,Very Wet,08-10-2022,22:06:24
2393,28.96,9970.56,-13.38,170,3,1,Very Wet,08-10-2022,22:06:24
2394,28.95,9970.59,-13.38,170,3,1,Very Wet,08-10-2022,22:06:24
2395,28.93,9970.59,-13.38,170,3,1,Very Wet,08-10-2022,22:06:24
2396,28.91,9971.13,-13.33,171,3,1,Very Wet,08-10-2022,22:06:24
2397,28.89,9970.96,-13.35,204,2,1,Wet,08-10-2022,22:06:24
2398,28.87,9971.13,-13.33,392,0,0,Very Dry,08-10-2022,22:06:24
2399,28.85,9970.98,-13.35,362,0,0,Very Dry,08-10-2022,22:06:24
2400,28.83,9970.84,-13.36,302,1,0,Dry,08-10-2022,22:06:24
2401,28.82,9970.5,-13.39,259,2,1,Wet,08-10-2022,22:06:24
2402,28.8,9970.19,-13.41,246,2,1,Wet,08-10-2022,22:06:24
2403,28.79,9970.52,-13.38,310,1,0,Dry,08-10-2022,22:06:24
2404,28.77,9970.35,-13.4,423,0,0,Very Dry,08-10-2022,22:06:24
2405,28.77,9970.52,-13.39,424,0,0,Very Dry,08-10-2022,22:06:24
2406,28.75,9970.52,-13.39,349,0,0,Very Dry,08-10-2022,22:06:24
2407,28.74,9970.37,-13.4,340,0,0,Very Dry,08-10-2022,22:06:24
2408,28.73,9970.2,-13.41,323,1,0,Dry,08-10-2022,22:06:24
2409,28.72,9969.89,-13.44,276,1,0,Dry,08-10-2022,22:06:24
2410,28.7,9969.55,-13.47,243,2,1,Wet,08-10-2022,22:06:24
2411,28.69,9969.05,-13.51,213,2,1,Wet,08-10-2022,22:06:24
2412,28.68,9969.23,-13.49,241,2,1,Wet,08-10-2022,22:06:24
2413,28.67,9968.88,-13.52,241,2,1,Wet,08-10-2022,22:06:24
2414,28.67,9968.86,-13.52,242,2,1,Wet,08-10-2022,22:06:24
2415,28.66,9969.03,-13.51,237,2,1,Wet,08-10-2022,22:06:24
2416,28.65,9969.05,-13.51,240,2,1,Wet,08-10-2022,22:06:24
2417,28.64,9969.05,-13.51,239,2,1,Wet,08-10-2022,22:06:24
2418,28.64,9969.22,-13.49,240,2,1,Wet,08-10-2022,22:06:24
2419,28.63,9968.91,-13.52,239,2,1,Wet,08-10-2022,22:06:24
2420,28.62,9968.91,-13.52,239,2,1,Wet,08-10-2022,22:06:24
2421,28.6,9968.56,-13.55,240,2,1,Wet,08-10-2022,22:06:24
2422,28.6,9968.58,-13.55,240,2,1,Wet,08-10-2022,22:06:24
2423,28.59,9968.23,-13.58,237,2,1,Wet,08-10-2022,22:06:24
2424,28.58,9968.06,-13.59,239,2,1,Wet,08-10-2022,22:06:24
2425,28.57,9968.27,-13.57,238,2,1,Wet,08-10-2022,22:06:24
2426,28.56,9968.44,-13.56,239,2,1,Wet,08-10-2022,22:06:24
2427,28.55,9968.23,-13.58,239,2,1,Wet,08-10-2022,22:06:24
2428,28.55,9968.23,-13.58,238,2,1,Wet,08-10-2022,22:06:24
2429,28.54,9968.41,-13.56,238,2,1,Wet,08-10-2022,22:06:24
2430,28.53,9967.92,-13.6,239,2,1,Wet,08-10-2022,22:06:24
2431,28.52,9967.91,-13.6,240,2,1,Wet,08-10-2022,22:06:24
2432,28.52,9967.91,-13.6,238,2,1,Wet,08-10-2022,22:06:24
2433,28.51,9967.77,-13.62,239,2,1,Wet,08-10-2022,22:06:24
2434,28.5,9967.59,-13.63,238,2,1,Wet,08-10-2022,22:06:24
2435,28.49,9967.42,-13.65,240,2,1,Wet,08-10-2022,22:06:24
2436,28.48,9967.45,-13.64,239,2,1,Wet,08-10-2022,22:06:24
2437,28.46,9966.93,-13.69,238,2,1,Wet,08-10-2022,22:06:24
2438,28.45,9966.76,-13.7,239,2,1,Wet,08-10-2022,22:06:24
